huka,expediture_type,fc3,doc_type,total_forecasted_value,total_forecasted_value_no_resid,actual_2023,actual_2024,actual_2025
9136,20,200,RV,2507844.0,0.0,0.0,0.0,2507844.0
9136,20,200,ZJ,380171.49999999994,0.0,537093.0,574968.0,185375.0
9136,20,201,RV,124253340.57430007,71253947.0640334,47016966.0,50683670.6,53720464.27
9136,20,201,ZJ,29657721.961853802,29657721.961853802,41024752.0,41278471.0,38959289.31
9136,20,500,RV,8051576.900915163,8051576.900915163,2209950.0,0.0,0.0
9136,20,500,ZJ,0.0,-915126.1031979248,9741654.0,4824592.0,4269261.0
9136,20,600,RV,47328767.1355777,47328767.135577716,47789990.24,42222477.01,43456382.08
9136,20,600,ZJ,482495.6078969023,482495.6078969022,809943.0,429107.0,405403.0
9136,20,800,RV,381336.605,0.0,0.0,0.0,762673.21
9136,20,800,ZJ,2943726.760393238,2943726.7603932377,4764237.0,4036338.0,4683106.0
9136,20,900,RV,2214550.96,0.0,2500000.0,429550.0,3999551.92
9136,20,900,ZJ,6497123.344233662,6497123.344233662,15758629.75,16036109.0,11444789.0
9136,20,2000,ZJ,31391.16561960154,31391.16561960154,0.0,564986.0,372193.61
9136,20,2800,ZJ,13582277.740482816,13582277.740482816,22831675.0,21014116.0,23021770.0
9137,10,201,RV,4240068.499513131,4240068.49951313,5380487.7299999995,3542351.84,3279774.0599999996
9137,20,201,RV,1426698.1266362276,839878.4396855439,5021104.0,701993.0,679141.0
9137,20,201,ZJ,103791.27135250506,103791.27135250506,100726.0,103412.0,106776.0
9160,10,201,ZC,3404752.9835912064,3404752.9835912064,940038.69,1691567.64,1164992.59
9200,10,109,DR,988759.6161656484,988759.6161656483,783939.16,738921.5,876187.24
9200,10,109,KR,0.0,0.0,-250.0,0.0,0.0
9200,10,109,SA,0.0,-1060.0508675620908,1450.0,-55200.0,-123800.0
9200,10,201,ZC,46543860.55179446,46543860.55179446,42114243.17,44853451.160000004,48414280.99
9200,10,202,RV,148294.4962535305,148294.4962535305,89970.0,339359.0,142265.0
9200,10,2000,SA,0.0010182264798910597,0.0010182264798910597,5200.0,-336.75,4842.0
9200,10,2000,ZW,2968643.8196423687,2968643.8196423687,2953794.12,2688793.37,3157228.51
9300,20,202,RV,105386281.9719052,238882290.5080348,89643493.0,170165972.0,51889937.0
9300,20,202,ZJ,10889304.730512466,10889304.730512466,19340192.09,9943805.0,10485770.0
